,Total Nuclear production (Billion Btu),State
2014  ,0,Oklahoma
2015  ,0,Oklahoma
2016  ,0,Oklahoma
2017  ,0,Oklahoma
2018  ,0,Oklahoma
1960  ,0,Oregon
1961  ,0,Oregon
1962  ,0,Oregon
1963  ,0,Oregon
1964  ,0,Oregon
1965  ,0,Oregon
1966  ,0,Oregon
1967  ,0,Oregon
1968  ,0,Oregon
1969  ,0,Oregon
1970  ,0,Oregon
1971  ,0,Oregon
1972  ,0,Oregon
1973  ,0,Oregon
1974  ,0,Oregon
1975  ,23,Oregon
1976  ,23227,Oregon
1977  ,69916,Oregon
1978  ,17104,Oregon
1979  ,48900,Oregon
1980  ,58844,Oregon
1981  ,70856,Oregon
1982  ,53062,Oregon
1983  ,40186,Oregon
1984  ,51348,Oregon
1985  ,73406,Oregon
1986  ,74912,Oregon
1987  ,45399,Oregon
1988  ,67204,Oregon
1989  ,56080,Oregon
1990  ,64273,Oregon
1991  ,15363,Oregon
1992  ,47880,Oregon
1993  ,-223,Oregon
1994  ,0,Oregon
1995  ,0,Oregon
1996  ,0,Oregon
1997  ,0,Oregon
1998  ,0,Oregon
1999  ,0,Oregon
2000  ,0,Oregon
2001  ,0,Oregon
2002  ,0,Oregon
2003  ,0,Oregon
2004  ,0,Oregon
2005  ,0,Oregon
2006  ,0,Oregon
2007  ,0,Oregon
2008  ,0,Oregon
2009  ,0,Oregon
2010  ,0,Oregon
2011  ,0,Oregon
2012  ,0,Oregon
2013  ,0,Oregon
2014  ,0,Oregon
2015  ,0,Oregon
2016  ,0,Oregon
2017  ,0,Oregon
2018  ,0,Oregon
1960  ,2674,Pennsylvania
1961  ,3548,Pennsylvania
1962  ,3717,Pennsylvania
1963  ,4221,Pennsylvania
1964  ,301,Pennsylvania
1965  ,3691,Pennsylvania
1966  ,6107,Pennsylvania
1967  ,6968,Pennsylvania
1968  ,5286,Pennsylvania
1969  ,4579,Pennsylvania
1970  ,5102,Pennsylvania
1971  ,4823,Pennsylvania
1972  ,3112,Pennsylvania
1973  ,3941,Pennsylvania
1974  ,78108,Pennsylvania
1975  ,174766,Pennsylvania
1976  ,181447,Pennsylvania
1977  ,191913,Pennsylvania
1978  ,244304,Pennsylvania
1979  ,204484,Pennsylvania
1980  ,131893,Pennsylvania
1981  ,157462,Pennsylvania
1982  ,182395,Pennsylvania
1983  ,160505,Pennsylvania
1984  ,233815,Pennsylvania
1985  ,278637,Pennsylvania
1986  ,421260,Pennsylvania
1987  ,365282,Pennsylvania
1988  ,401416,Pennsylvania
1989  ,414489,Pennsylvania
1990  ,611503,Pennsylvania
1991  ,602575,Pennsylvania
1992  ,629650,Pennsylvania
1993  ,623208,Pennsylvania
1994  ,702446,Pennsylvania
1995  ,698311,Pennsylvania
1996  ,721262,Pennsylvania
1997  ,709967,Pennsylvania
1998  ,641517,Pennsylvania
1999  ,743282,Pennsylvania
2000  ,769361,Pennsylvania
2001  ,769971,Pennsylvania
2002  ,794521,Pennsylvania
2003  ,774989,Pennsylvania
2004  ,807739,Pennsylvania
2005  ,796157,Pennsylvania
2006  ,785731,Pennsylvania
2007  ,811600,Pennsylvania
2008  ,822134,Pennsylvania
2009  ,808770,Pennsylvania
2010  ,813462,Pennsylvania
2011  ,796798,Pennsylvania
2012  ,787753,Pennsylvania
2013  ,822483,Pennsylvania
2014  ,823277,Pennsylvania
2015  ,842044,Pennsylvania
2016  ,867302,Pennsylvania
2017  ,870187,Pennsylvania
2018  ,872749,Pennsylvania
1960  ,0,Rhode Island
1961  ,0,Rhode Island
1962  ,0,Rhode Island
1963  ,0,Rhode Island
1964  ,0,Rhode Island
1965  ,0,Rhode Island
1966  ,0,Rhode Island
1967  ,0,Rhode Island
1968  ,0,Rhode Island
1969  ,0,Rhode Island
1970  ,0,Rhode Island
1971  ,0,Rhode Island
1972  ,0,Rhode Island
1973  ,0,Rhode Island
1974  ,0,Rhode Island
1975  ,0,Rhode Island
1976  ,0,Rhode Island
1977  ,0,Rhode Island
1978  ,0,Rhode Island
1979  ,0,Rhode Island
1980  ,0,Rhode Island
1981  ,0,Rhode Island
1982  ,0,Rhode Island
1983  ,0,Rhode Island
1984  ,0,Rhode Island
1985  ,0,Rhode Island
1986  ,0,Rhode Island
1987  ,0,Rhode Island
1988  ,0,Rhode Island
1989  ,0,Rhode Island
1990  ,0,Rhode Island
1991  ,0,Rhode Island
1992  ,0,Rhode Island
1993  ,0,Rhode Island
1994  ,0,Rhode Island
1995  ,0,Rhode Island
1996  ,0,Rhode Island
1997  ,0,Rhode Island
1998  ,0,Rhode Island
1999  ,0,Rhode Island
2000  ,0,Rhode Island
2001  ,0,Rhode Island
2002  ,0,Rhode Island
2003  ,0,Rhode Island
2004  ,0,Rhode Island
2005  ,0,Rhode Island
2006  ,0,Rhode Island
2007  ,0,Rhode Island
2008  ,0,Rhode Island
2009  ,0,Rhode Island
2010  ,0,Rhode Island
2011  ,0,Rhode Island
2012  ,0,Rhode Island
2013  ,0,Rhode Island
2014  ,0,Rhode Island
2015  ,0,Rhode Island
2016  ,0,Rhode Island
2017  ,0,Rhode Island
2018  ,0,Rhode Island
1960  ,0,South Carolina
1961  ,0,South Carolina
1962  ,0,South Carolina
1963  ,0,South Carolina
1964  ,468,South Carolina
1965  ,880,South Carolina
1966  ,852,South Carolina
1967  ,94,South Carolina
1968  ,0,South Carolina
1969  ,0,South Carolina
1970  ,76,South Carolina
1971  ,26162,South Carolina
1972  ,52110,South Carolina
1973  ,67229,South Carolina
1974  ,123406,South Carolina
1975  ,214291,South Carolina
1976  ,197186,South Carolina
1977  ,185645,South Carolina
1978  ,212875,South Carolina
1979  ,198220,South Carolina
1980  ,189846,South Carolina
1981  ,191120,South Carolina
1982  ,145677,South Carolina
1983  ,278962,South Carolina
1984  ,251939,South Carolina
1985  ,338056,South Carolina
1986  ,376882,South Carolina
1987  ,410268,South Carolina
1988  ,431984,South Carolina
1989  ,431569,South Carolina
1990  ,453763,South Carolina
1991  ,451945,South Carolina
1992  ,476813,South Carolina
1993  ,485168,South Carolina
1994  ,464760,South Carolina
1995  ,516666,South Carolina
1996  ,457627,South Carolina
1997  ,471343,South Carolina
1998  ,511535,South Carolina
1999  ,531002,South Carolina
2000  ,530708,South Carolina
2001  ,520792,South Carolina
2002  ,556829,South Carolina
2003  ,525453,South Carolina
2004  ,533920,South Carolina
2005  ,554544,South Carolina
2006  ,530071,South Carolina
2007  ,558014,South Carolina
2008  ,541026,South Carolina
2009  ,545434,South Carolina
2010  ,543379,South Carolina
2011  ,553573,South Carolina
2012  ,535952,South Carolina
2013  ,566879,South Carolina
2014  ,548246,South Carolina
2015  ,555909,South Carolina
2016  ,583883,South Carolina
2017  ,568390,South Carolina
2018  ,551151,South Carolina
1960  ,0,South Dakota
1961  ,0,South Dakota
1962  ,0,South Dakota
1963  ,0,South Dakota
1964  ,0,South Dakota
1965  ,0,South Dakota
1966  ,105,South Dakota
1967  ,770,South Dakota
1968  ,-30,South Dakota
1969  ,0,South Dakota
1970  ,0,South Dakota
1971  ,0,South Dakota
1972  ,0,South Dakota
1973  ,0,South Dakota
1974  ,0,South Dakota
1975  ,0,South Dakota
1976  ,0,South Dakota
1977  ,0,South Dakota
1978  ,0,South Dakota
1979  ,0,South Dakota
1980  ,0,South Dakota
1981  ,0,South Dakota
1982  ,0,South Dakota
1983  ,0,South Dakota
1984  ,0,South Dakota
1985  ,0,South Dakota
1986  ,0,South Dakota
1987  ,0,South Dakota
1988  ,0,South Dakota
1989  ,0,South Dakota
1990  ,0,South Dakota
1991  ,0,South Dakota
1992  ,0,South Dakota
1993  ,0,South Dakota
1994  ,0,South Dakota
1995  ,0,South Dakota
1996  ,0,South Dakota
1997  ,0,South Dakota
1998  ,0,South Dakota
1999  ,0,South Dakota
2000  ,0,South Dakota
2001  ,0,South Dakota
2002  ,0,South Dakota
2003  ,0,South Dakota
2004  ,0,South Dakota
2005  ,0,South Dakota
2006  ,0,South Dakota
2007  ,0,South Dakota
2008  ,0,South Dakota
2009  ,0,South Dakota
2010  ,0,South Dakota
2011  ,0,South Dakota
2012  ,0,South Dakota
2013  ,0,South Dakota
2014  ,0,South Dakota
2015  ,0,South Dakota
2016  ,0,South Dakota
2017  ,0,South Dakota
2018  ,0,South Dakota
1960  ,0,Tennessee
1961  ,0,Tennessee
1962  ,0,Tennessee
1963  ,0,Tennessee
1964  ,0,Tennessee
1965  ,0,Tennessee
1966  ,0,Tennessee
1967  ,0,Tennessee
1968  ,0,Tennessee
1969  ,0,Tennessee
1970  ,0,Tennessee
1971  ,0,Tennessee
1972  ,0,Tennessee
1973  ,0,Tennessee
1974  ,0,Tennessee
1975  ,0,Tennessee
1976  ,0,Tennessee
1977  ,0,Tennessee
1978  ,0,Tennessee
1979  ,0,Tennessee
1980  ,5660,Tennessee
1981  ,51886,Tennessee
1982  ,111885,Tennessee
1983  ,153222,Tennessee
1984  ,135551,Tennessee
1985  ,102737,Tennessee
1986  ,-1107,Tennessee
1987  ,-1124,Tennessee
1988  ,41776,Tennessee
1989  ,165130,Tennessee
1990  ,148175,Tennessee
1991  ,173895,Tennessee
1992  ,163909,Tennessee
1993  ,34714,Tennessee
1994  ,124717,Tennessee
1995  ,165048,Tennessee
1996  ,240773,Tennessee
1997  ,258656,Tennessee
1998  ,297814,Tennessee
1999  ,284525,Tennessee
2000  ,269327,Tennessee
2001  ,298424,Tennessee
2002  ,287927,Tennessee
2003  ,251718,Tennessee
2004  ,298369,Tennessee
2005  ,290153,Tennessee
2006  ,257523,Tennessee
2007  ,301038,Tennessee
2008  ,282514,Tennessee
2009  ,281996,Tennessee
2010  ,289930,Tennessee
2011  ,281682,Tennessee
2012  ,263045,Tennessee
2013  ,297732,Tennessee
2014  ,289401,Tennessee
2015  ,261037,Tennessee
2016  ,309357,Tennessee
2017  ,332779,Tennessee
2018  ,378224,Tennessee
1960  ,0,Texas
1961  ,0,Texas
1962  ,0,Texas
1963  ,0,Texas
1964  ,0,Texas
1965  ,0,Texas
1966  ,0,Texas
1967  ,0,Texas
1968  ,0,Texas
1969  ,0,Texas
1970  ,0,Texas
1971  ,0,Texas
1972  ,0,Texas
1973  ,0,Texas
1974  ,0,Texas
1975  ,0,Texas
1976  ,0,Texas
1977  ,0,Texas
1978  ,0,Texas
1979  ,0,Texas
1980  ,0,Texas
1981  ,0,Texas
1982  ,0,Texas
1983  ,0,Texas
1984  ,0,Texas
1985  ,0,Texas
1986  ,0,Texas
1987  ,0,Texas
1988  ,40201,Texas
1989  ,105722,Texas
1990  ,167823,Texas
1991  ,207582,Texas
1992  ,256502,Texas
1993  ,130321,Texas
1994  ,300448,Texas
1995  ,379842,Texas
1996  ,375656,Texas
1997  ,392031,Texas
1998  ,405846,Texas
1999  ,384141,Texas
2000  ,391670,Texas
2001  ,398535,Texas
2002  ,371923,Texas
2003  ,348485,Texas
2004  ,421660,Texas
2005  ,398994,Texas
2006  ,430593,Texas
2007  ,429577,Texas
2008  ,425682,Texas
2009  ,434024,Texas
2010  ,432036,Texas
2011  ,414881,Texas
2012  ,402823,Texas
2013  ,400353,Texas
2014  ,410907,Texas
2015  ,411571,Texas
2016  ,440109,Texas
2017  ,403523,Texas
2018  ,430597,Texas
1960  ,0,Utah
1961  ,0,Utah
1962  ,0,Utah
1963  ,0,Utah
1964  ,0,Utah
1965  ,0,Utah
1966  ,0,Utah
1967  ,0,Utah
1968  ,0,Utah
1969  ,0,Utah
1970  ,0,Utah
1971  ,0,Utah
1972  ,0,Utah
1973  ,0,Utah
1974  ,0,Utah
1975  ,0,Utah
1976  ,0,Utah
1977  ,0,Utah
1978  ,0,Utah
1979  ,0,Utah
1980  ,0,Utah
1981  ,0,Utah
1982  ,0,Utah
1983  ,0,Utah
1984  ,0,Utah
1985  ,0,Utah
1986  ,0,Utah
1987  ,0,Utah
1988  ,0,Utah
1989  ,0,Utah
1990  ,0,Utah
1991  ,0,Utah
1992  ,0,Utah
1993  ,0,Utah
1994  ,0,Utah
1995  ,0,Utah
1996  ,0,Utah
1997  ,0,Utah
1998  ,0,Utah
1999  ,0,Utah
2000  ,0,Utah
2001  ,0,Utah
2002  ,0,Utah
2003  ,0,Utah
2004  ,0,Utah
2005  ,0,Utah
2006  ,0,Utah
2007  ,0,Utah
2008  ,0,Utah
2009  ,0,Utah
2010  ,0,Utah
2011  ,0,Utah
2012  ,0,Utah
2013  ,0,Utah
2014  ,0,Utah
2015  ,0,Utah
2016  ,0,Utah
2017  ,0,Utah
2018  ,0,Utah
1960  ,0,Virginia
1961  ,0,Virginia
1962  ,0,Virginia
1963  ,0,Virginia
1964  ,0,Virginia
1965  ,0,Virginia
1966  ,0,Virginia
1967  ,0,Virginia
1968  ,0,Virginia
1969  ,0,Virginia
1970  ,0,Virginia
1971  ,0,Virginia
1972  ,4836,Virginia
1973  ,74765,Virginia
1974  ,66437,Virginia
1975  ,98782,Virginia
1976  ,85506,Virginia
1977  ,102103,Virginia
1978  ,154249,Virginia
1979  ,76758,Virginia
1980  ,125071,Virginia
1981  ,196535,Virginia
1982  ,192897,Virginia
1983  ,203636,Virginia
1984  ,184824,Virginia
1985  ,236905,Virginia
1986  ,224429,Virginia
1987  ,189468,Virginia
1988  ,223036,Virginia
1989  ,150955,Virginia
1990  ,252065,Virginia
1991  ,250424,Virginia
1992  ,244334,Virginia
1993  ,238323,Virginia
1994  ,265782,Virginia
1995  ,264092,Virginia
1996  ,276085,Virginia
1997  ,284220,Virginia
1998  ,285716,Virginia
1999  ,295742,Virginia
2000  ,295361,Virginia
2001  ,269003,Virginia
2002  ,285549,Virginia
2003  ,258633,Virginia
2004  ,295272,Virginia
2005  ,291357,Virginia
2006  ,287938,Virginia
2007  ,286019,Virginia
2008  ,291932,Virginia
2009  ,295072,Virginia
2010  ,277729,Virginia
2011  ,267334,Virginia
2012  ,300992,Virginia
2013  ,306430,Virginia
2014  ,316081,Virginia
2015  ,293455,Virginia
2016  ,310966,Virginia
2017  ,319562,Virginia
2018  ,305826,Virginia
1960  ,0,Vermont
1961  ,0,Vermont
1962  ,0,Vermont
1963  ,0,Vermont
1964  ,0,Vermont
1965  ,0,Vermont
1966  ,0,Vermont
1967  ,0,Vermont
1968  ,0,Vermont
1969  ,0,Vermont
1970  ,0,Vermont
1971  ,0,Vermont
1972  ,1828,Vermont
1973  ,17422,Vermont
1974  ,27708,Vermont
1975  ,39220,Vermont
1976  ,36013,Vermont
1977  ,38097,Vermont
1978  ,35456,Vermont
1979  ,37521,Vermont
1980  ,32497,Vermont
1981  ,39362,Vermont
1982  ,46222,Vermont
1983  ,31298,Vermont
1984  ,36170,Vermont
1985  ,31860,Vermont
1986  ,21776,Vermont
1987  ,36927,Vermont
1988  ,43615,Vermont
1989  ,38171,Vermont
1990  ,38267,Vermont
1991  ,43072,Vermont
1992  ,39105,Vermont
1993  ,35421,Vermont
1994  ,45106,Vermont
1995  ,40541,Vermont
1996  ,39899,Vermont
1997  ,44776,Vermont
1998  ,35226,Vermont
1999  ,42418,Vermont
2000  ,47432,Vermont
2001  ,43559,Vermont
2002  ,41378,Vermont
2003  ,46317,Vermont
2004  ,40231,Vermont
2005  ,42491,Vermont
2006  ,53287,Vermont
2007  ,49337,Vermont
2008  ,51163,Vermont
2009  ,56067,Vermont
2010  ,49986,Vermont
2011  ,51351,Vermont
2012  ,52283,Vermont
2013  ,50639,Vermont
2014  ,52929,Vermont
2015  ,0,Vermont
2016  ,0,Vermont
2017  ,0,Vermont
2018  ,0,Vermont
1960  ,0,Washington
1961  ,0,Washington
1962  ,0,Washington
1963  ,0,Washington
1964  ,0,Washington
1965  ,0,Washington
1966  ,11497,Washington
1967  ,23287,Washington
1968  ,44091,Washington
1969  ,40475,Washington
1970  ,28693,Washington
1971  ,27667,Washington
1972  ,31500,Washington
1973  ,48321,Washington
1974  ,43409,Washington
1975  ,36432,Washington
1976  ,26568,Washington
1977  ,46468,Washington
1978  ,45301,Washington
1979  ,39301,Washington
1980  ,22269,Washington
1981  ,22523,Washington
1982  ,40206,Washington
1983  ,38098,Washington
1984  ,57614,Washington
1985  ,85377,Washington
1986  ,89276,Washington
1987  ,57728,Washington
1988  ,63616,Washington
1989  ,64745,Washington
1990  ,60762,Washington
1991  ,44346,Washington
1992  ,59605,Washington
1993  ,74946,Washington
1994  ,70444,Washington
1995  ,72938,Washington
1996  ,58691,Washington
1997  ,65526,Washington
1998  ,72556,Washington
1999  ,63598,Washington
2000  ,89744,Washington
2001  ,86159,Washington
2002  ,94484,Washington
2003  ,79360,Washington
2004  ,93660,Washington
2005  ,86016,Washington
2006  ,97341,Washington
2007  ,85051,Washington
2008  ,96886,Washington
2009  ,69385,Washington
2010  ,96588,Washington
2011  ,50293,Washington
2012  ,97808,Washington
2013  ,88408,Washington
2014  ,99332,Washington
2015  ,85347,Washington
2016  ,100674,Washington
2017  ,85013,Washington
2018  ,101502,Washington
1960  ,0,Wisconsin
1961  ,0,Wisconsin
1962  ,0,Wisconsin
1963  ,0,Wisconsin
1964  ,0,Wisconsin
1965  ,0,Wisconsin
1966  ,0,Wisconsin
1967  ,0,Wisconsin
1968  ,0,Wisconsin
1969  ,0,Wisconsin
1970  ,1725,Wisconsin
1971  ,37596,Wisconsin
1972  ,35547,Wisconsin
1973  ,64894,Wisconsin
1974  ,92144,Wisconsin
1975  ,113356,Wisconsin
1976  ,118450,Wisconsin
1977  ,117864,Wisconsin
1978  ,128208,Wisconsin
1979  ,113175,Wisconsin
1980  ,108111,Wisconsin
1981  ,107201,Wisconsin
1982  ,113696,Wisconsin
1983  ,101404,Wisconsin
1984  ,116513,Wisconsin
1985  ,116623,Wisconsin
1986  ,118477,Wisconsin
1987  ,118109,Wisconsin
1988  ,121546,Wisconsin
1989  ,114802,Wisconsin
1990  ,118793,Wisconsin
1991  ,115234,Wisconsin
1992  ,117350,Wisconsin
1993  ,120424,Wisconsin
1994  ,120370,Wisconsin
1995  ,115258,Wisconsin
1996  ,106305,Wisconsin
1997  ,41093,Wisconsin
1998  ,98586,Wisconsin
1999  ,120120,Wisconsin
2000  ,120059,Wisconsin
2001  ,120168,Wisconsin
2002  ,129991,Wisconsin
2003  ,127310,Wisconsin
2004  ,123966,Wisconsin
2005  ,103535,Wisconsin
2006  ,127657,Wisconsin
2007  ,135416,Wisconsin
2008  ,127039,Wisconsin
2009  ,132653,Wisconsin
2010  ,138812,Wisconsin
2011  ,120962,Wisconsin
2012  ,149845,Wisconsin
2013  ,121994,Wisconsin
2014  ,98807,Wisconsin
2015  ,104666,Wisconsin
2016  ,106173,Wisconsin
2017  ,100919,Wisconsin
2018  ,105900,Wisconsin
1960  ,0,West Virginia
1961  ,0,West Virginia
1962  ,0,West Virginia
1963  ,0,West Virginia
1964  ,0,West Virginia
1965  ,0,West Virginia
1966  ,0,West Virginia
1967  ,0,West Virginia
1968  ,0,West Virginia
1969  ,0,West Virginia
1970  ,0,West Virginia
1971  ,0,West Virginia
1972  ,0,West Virginia
1973  ,0,West Virginia
1974  ,0,West Virginia
1975  ,0,West Virginia
1976  ,0,West Virginia
1977  ,0,West Virginia
1978  ,0,West Virginia
1979  ,0,West Virginia
1980  ,0,West Virginia
1981  ,0,West Virginia
1982  ,0,West Virginia
1983  ,0,West Virginia
1984  ,0,West Virginia
1985  ,0,West Virginia
1986  ,0,West Virginia
1987  ,0,West Virginia
1988  ,0,West Virginia
1989  ,0,West Virginia
1990  ,0,West Virginia
1991  ,0,West Virginia
1992  ,0,West Virginia
1993  ,0,West Virginia
1994  ,0,West Virginia
1995  ,0,West Virginia
1996  ,0,West Virginia
1997  ,0,West Virginia
1998  ,0,West Virginia
1999  ,0,West Virginia
2000  ,0,West Virginia
2001  ,0,West Virginia
2002  ,0,West Virginia
2003  ,0,West Virginia
2004  ,0,West Virginia
2005  ,0,West Virginia
2006  ,0,West Virginia
2007  ,0,West Virginia
2008  ,0,West Virginia
2009  ,0,West Virginia
2010  ,0,West Virginia
2011  ,0,West Virginia
2012  ,0,West Virginia
2013  ,0,West Virginia
2014  ,0,West Virginia
2015  ,0,West Virginia
2016  ,0,West Virginia
2017  ,0,West Virginia
2018  ,0,West Virginia
1960  ,0,Wyoming
1961  ,0,Wyoming
1962  ,0,Wyoming
1963  ,0,Wyoming
1964  ,0,Wyoming
1965  ,0,Wyoming
1966  ,0,Wyoming
1967  ,0,Wyoming
1968  ,0,Wyoming
1969  ,0,Wyoming
1970  ,0,Wyoming
1971  ,0,Wyoming
1972  ,0,Wyoming
1973  ,0,Wyoming
1974  ,0,Wyoming
1975  ,0,Wyoming
1976  ,0,Wyoming
1977  ,0,Wyoming
1978  ,0,Wyoming
1979  ,0,Wyoming
1980  ,0,Wyoming
1981  ,0,Wyoming
1982  ,0,Wyoming
1983  ,0,Wyoming
1984  ,0,Wyoming
1985  ,0,Wyoming
1986  ,0,Wyoming
1987  ,0,Wyoming
1988  ,0,Wyoming
1989  ,0,Wyoming
1990  ,0,Wyoming
1991  ,0,Wyoming
1992  ,0,Wyoming
1993  ,0,Wyoming
1994  ,0,Wyoming
1995  ,0,Wyoming
1996  ,0,Wyoming
1997  ,0,Wyoming
1998  ,0,Wyoming
1999  ,0,Wyoming
2000  ,0,Wyoming
2001  ,0,Wyoming
2002  ,0,Wyoming
2003  ,0,Wyoming
2004  ,0,Wyoming
2005  ,0,Wyoming
2006  ,0,Wyoming
2007  ,0,Wyoming
2008  ,0,Wyoming
2009  ,0,Wyoming
2010  ,0,Wyoming
2011  ,0,Wyoming
2012  ,0,Wyoming
2013  ,0,Wyoming
2014  ,0,Wyoming
2015  ,0,Wyoming
2016  ,0,Wyoming
2017  ,0,Wyoming
2018  ,0,Wyoming
